GeneName	geneSymbol	GeneDescription
YNL024C	EFM6	Elongation Factor Methyltransferase
YNL024C-A	KSH1	KSH (similar to the Hungarian word for "small")
YNL025C	SSN8	Suppressor of SNf1
YNL026W	SAM50	Sorting and Assembly Machinery
YNL027W	CRZ1	Calcineurin-Responsive Zinc finger
YNL028W	""	""
YNL029C	KTR5	Kre Two Related
YNL030W	HHF2	Histone H Four
YNL031C	HHT2	Histone H Three
YNL032W	SIW14	Synthetic Interaction with Whi2
YNL033W	""	""
YNL034W	""	""
YNL035C	""	""
YNL036W	NCE103	NonClassical Export
YNL037C	IDH1	Isocitrate DeHydrogenase
YNL038W	GPI15	GlycosylPhosphatidylInositol anchor biosynthesis
YNL039W	BDP1	B Double Prime
YNL040W	""	""
YNL041C	COG6	Conserved Oligomeric Golgi complex
YNL042W	BOP3	Bypass Of Pam1
YNL042W-B	""	""
YNL043C	""	""
YNL044W	YIP3	Ypt-Interacting Protein
YNL045W	LAP2	Leucine AminoPeptidases
YNL046W	""	""
YNL047C	SLM2	Synthetic Lethal with Mss4
YNL048W	ALG11	Asparagine-Linked Glycosylation
YNL049C	SFB2	Sed Five Binding
YNL050C	""	""
YNL051W	COG5	Conserved Oligomeric Golgi complex
YNL052W	COX5A	Cytochrome c OXidase
YNL053W	MSG5	Multicopy Suppressor of GPA1
YNL054W	VAC7	VACuolar segregation
YNL055C	POR1	PORin
YNL056W	OCA2	Oxidant-induced Cell cycle Arrest
YNL057W	""	""
YNL058C	""	""
YNL059C	ARP5	Actin-Related Protein
YNL061W	NOP2	NucleOlar Protein
YNL062C	GCD10	General Control Derepressed
YNL063W	MTQ1	Methyltransferase
YNL064C	YDJ1	Yeast dnaJ
YNL065W	AQR1	Acids Quinidine Resistance
YNL066W	SUN4	Sim1 Uth1 Nca3
YNL067W	RPL9B	Ribosomal Protein of the Large subunit
YNL067W-A	""	""
YNL067W-B	""	""
YNL068C	FKH2	ForK head Homolog
YNL069C	RPL16B	Ribosomal Protein of the Large subunit
YNL070W	TOM7	Translocase of the Outer Mitochondrial membrane
YNL071W	LAT1	""
YNL072W	RNH201	RNase H
YNL073W	MSK1	Mitochondrial aminoacyl-tRNA Synthetase, lysine (K)
YNL074C	MLF3	Multicopy suppressor of LeFlunomide sensitivity
YNL075W	IMP4	Interacting with Mpp10p
YNL076W	MKS1	Multicopy Kinase Suppressor
YNL077W	APJ1	Anti-Prion DnaJ
YNL078W	NIS1	Neck protein Interacting with Septins
YNL079C	TPM1	TroPoMyosin
YNL080C	EOS1	ER-localized and Oxidants Sensitive
YNL081C	SWS2	Sick Without Securin
YNL082W	PMS1	PostMeiotic Segregation
YNL083W	SAL1	Suppressor of Aac2 Lethality
YNL084C	END3	ENDocytosis defective
YNL085W	MKT1	Maintenance of K2 Killer Toxin
YNL086W	SNN1	SNapiN
YNL087W	TCB2	Three Calcium and lipid Binding domains (TriCalBins)
YNL088W	TOP2	TOPoisomerase
YNL089C	""	""
YNL090W	RHO2	Ras HOmolog
YNL091W	NST1	Negatively affects Salt Tolerance
YNL092W	""	""
YNL093W	YPT53	Yeast Protein Two
YNL094W	APP1	Actin Patch Protein
YNL095C	""	""
YNL096C	RPS7B	Ribosomal Protein of the Small subunit
YNL097C	PHO23	PHOsphate metabolism
YNL097C-B	""	""
YNL097W-A	""	""
YNL098C	RAS2	homologous to RAS proto-oncogene
YNL099C	OCA1	Oxidant-induced Cell-cycle Arrest
YNL100W	MIC27	MItochondrial contact site and Cristae organizing system
YNL101W	AVT4	Amino acid Vacuolar Transport
YNL102W	POL1	POLymerase
YNL103W	MET4	METhionine requiring
YNL103W-A	""	""
YNL104C	LEU4	LEUcine biosynthesis
YNL105W	RRT16	Regulator of rDNA Transcription
YNL106C	INP52	INositol polyphosphate 5-Phosphatase
YNL107W	YAF9	Yeast homolog of the human leukemogenic protein AF9
YNL108C	""	""
YNL109W	""	""
YNL110C	NOP15	NucleOlar Protein
YNL111C	CYB5	CYtochrome B
YNL112W	DBP2	Dead Box Protein
YNL113W	RPC19	RNA Polymerase C
YNL114C	""	""
YNL115C	""	""
YNL116W	DMA2	Defective in Mitotic Arrest
YNL117W	MLS1	MaLate Synthase
YNL118C	DCP2	mRNA DeCaPping
YNL119W	NCS2	Needs Cla4 to Survive
YNL120C	""	""
YNL121C	TOM70	Translocase of the Outer Mitochondrial membrane
YNL122C	""	""
YNL123W	NMA111	Nuclear Mediator of Apoptosis
YNL124W	NAF1	Nuclear Assembly Factor
YNL125C	ESBP6	""
YNL126W	SPC98	Spindle Pole Component
YNL127W	FAR11	Factor ARrest
YNL128W	TEP1	TEnsin-like Phosphatase
YNL129W	NRK1	Nicotinamide Riboside Kinase
YNL130C	CPT1	CholinePhosphoTransferase
YNL130C-A	DGR1	2-Deoxy-Glucose Resistant 1
YNL131W	TOM22	Translocase of the Outer Mitochondrial membrane
YNL132W	KRE33	Killer toxin REsistant
YNL133C	FYV6	Function required for Yeast Viability
YNL134C	""	""
YNL135C	FPR1	Fk 506-sensitive Proline Rotamase
YNL136W	EAF7	Esa1-Associated Factor
YNL137C	NAM9	Nuclear Accommodation of Mitochondria
YNL138W	SRV2	Suppressor of RasVal19
YNL138W-A	YSF3	Yeast Splicing Factor 3b subunit
YNL139C	THO2	suppressor of the Transcriptional defect of Hpr1 by Overexpression
YNL140C	""	""
YNL141W	AAH1	Adenine AminoHydrolase
YNL142W	MEP2	""
YNL143C	""	""
YNL144C	""	""
YNL144W-A	""	""
YNL145W	MFA2	Mating Factor A
YNL146C-A	""	""
YNL146W	""	""
YNL147W	LSM7	Like SM
YNL148C	ALF1	ALpha tubulin Folding
YNL149C	PGA2	Processing of Gas1p and ALP
YNL150W	""	""
YNL151C	RPC31	RNA Polymerase C
YNL152W	INN1	required for INgressioN
YNL153C	GIM3	Gene Involved in Microtubule biogenesis
YNL154C	YCK2	Yeast Casein Kinase
YNL155W	CUZ1	Cdc48-associated UBL/Zn-finger protein
YNL156C	NSG2	""
YNL157W	IGO1	Initiation of G zerO
YNL158W	PGA1	Processing of Gas1p and ALP
YNL159C	ASI2	Amino acid Sensor-Independent
YNL160W	YGP1	Yeast GlycoProtein
YNL161W	CBK1	Cell wall Biosynthesis Kinase
YNL162W	RPL42A	Ribosomal Protein of the Large subunit
YNL162W-A	""	""
YNL163C	RIA1	RIbosome Assembly
YNL164C	IBD2	Inhibition of Bud Division 2
YNL165W	""	""
YNL166C	BNI5	Bud Neck Involved
YNL167C	SKO1	Suppressor of Kinase Overexpression
YNL168C	FMP41	Found in Mitochondrial Proteome
YNL169C	PSD1	PhosphatidylSerine Decarboxylase
YNL170W	""	""
YNL171C	""	""
YNL172W	APC1	Anaphase Promoting Complex subunit
YNL173C	MDG1	Multicopy suppressor of Defective G-protein
YNL174W	""	""
YNL175C	NOP13	NucleOlar Protein
YNL176C	TDA7	Topoisomerase I Damage Affected
YNL177C	MRPL22	Mitochondrial Ribosomal Protein, Large subunit
YNL178W	RPS3	Ribosomal Protein of the Small subunit
YNL179C	""	""
YNL180C	RHO5	Ras HOmolog
YNL181W	PBR1	Potentiates Bioactive compound Response
YNL182C	IPI3	Involved in Processing ITS2
YNL183C	NPR1	Nitrogen Permease Reactivator
YNL184C	""	""
YNL185C	MRPL19	Mitochondrial Ribosomal Protein, Large subunit
YNL186W	UBP10	UBiquitin-specific Protease
YNL187W	SWT21	Synthetic With Tgs1
YNL188W	KAR1	KARyogamy
YNL189W	SRP1	Suppressor of Rna Polymerase I
YNL190W	""	""
YNL191W	DUG3	Deficient in Utilization of Glutathione
YNL192W	CHS1	CHitin Synthase
YNL193W	""	""
YNL194C	""	""
YNL195C	""	""
YNL196C	SLZ1	""
YNL197C	WHI3	WHIskey
YNL198C	""	""
YNL199C	GCR2	GlyColysis Regulation
YNL200C	NNR1	Nicotinamide Nucleotide Repair
YNL201C	PSY2	Platinum SensitivitY
YNL202W	SPS19	SPorulation-Specific
YNL203C	""	""
YNL204C	SPS18	SPorulation-Specific
YNL205C	""	""
YNL206C	RTT106	Regulator of Ty1 Transposition
YNL207W	RIO2	RIght Open reading frame
YNL208W	""	""
YNL209W	SSB2	Stress-Seventy subfamily B
YNL210W	MER1	MEiotic Recombination
YNL211C	MRX7	Mitochondrial oRganization of gene eXpression (MIOREX)
YNL212W	VID27	Vacuolar Import and Degradation
YNL213C	RRG9	Required for Respiratory Growth
YNL214W	PEX17	PEroXisome related
YNL215W	IES2	Ino Eighty Subunit
YNL216W	RAP1	Repressor/Activator site binding Protein
YNL217W	PPN2	""
YNL218W	MGS1	Maintenance of Genome Stability
YNL219C	ALG9	Asparagine-Linked Glycosylation
YNL220W	ADE12	ADEnine requiring
YNL221C	POP1	Processing Of Precursor RNAs
YNL222W	SSU72	Suppressor of SUa7, gene 2
YNL223W	ATG4	AuTophaGy related
YNL224C	SQS1	SQuelch of Splicing suppression
YNL225C	CNM67	Chaotic Nuclear Migration
YNL226W	""	""
YNL227C	JJJ1	J-protein (Type III)
YNL228W	""	""
YNL229C	URE2	UREidosuccinate transport
YNL230C	ELA1	ELongin A
YNL231C	PDR16	Pleiotropic Drug Resistance
YNL232W	CSL4	Cep1 Synthetic Lethal
YNL233W	BNI4	Bud Neck Involved
YNL234W	""	""
YNL235C	""	""
YNL236W	SIN4	Switch INdependent
YNL237W	YTP1	Yeast putative Transmembrane Protein
YNL238W	KEX2	Killer EXpression defective
YNL239W	LAP3	Leucine AminoPeptidases
YNL240C	NAR1	Nuclear Architecture Related
YNL241C	ZWF1	ZWischenFerment
YNL242W	ATG2	AuTophaGy related
YNL243W	SLA2	Synthetic Lethal with ABP1
YNL244C	SUI1	SUppressor of Initiator codon
YNL245C	CWC25	Complexed With Cef1p
YNL246W	VPS75	Vacuolar Protein Sorting
YNL247W	CRS1	Cysteinyl-tRNA Synthetase, CysRS
YNL248C	RPA49	RNA Polymerase A
YNL249C	MPA43	Multicopy PDC1 Activator
YNL250W	RAD50	RADiation sensitive
YNL251C	NRD1	Nuclear pre-mRNA Down-regulation
YNL252C	MRPL17	Mitochondrial Ribosomal Protein, Large subunit
YNL253W	TEX1	TrEX component
YNL254C	RTC4	Restriction of Telomere Capping
YNL255C	GIS2	GIg Suppressor
YNL256W	FOL1	FOLic acid synthesis
YNL257C	SIP3	SNF1-Interacting Protein
YNL258C	DSL1	Dependence on SLy1-20
YNL259C	ATX1	AnTioXidant
YNL260C	LTO1	required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen
YNL261W	ORC5	Origin Recognition Complex
YNL262W	POL2	POLymerase
YNL263C	YIF1	YIP1-Interacting Factor
YNL264C	PDR17	Pleiotropic Drug Resistance
YNL265C	IST1	Increased Sodium Tolerance
YNL266W	""	""
YNL267W	PIK1	Phosphatidyl Inositol Kinase
YNL268W	LYP1	LYsine-specific Permease
YNL269W	BSC4	Bypass of Stop Codon
YNL270C	ALP1	""
YNL271C	BNI1	Bud Neck Involved
YNL272C	SEC2	SECretory
YNL273W	TOF1	TOpoisomerase I-interacting Factor
YNL274C	GOR1	GlyOxylate Reductase
YNL275W	BOR1	BORon transporter
YNL276C	""	""
YNL277W	MET2	METhionine requiring
YNL277W-A	""	""
YNL278W	CAF120	CCR4 Associated Factor
YNL279W	PRM1	Pheromone-Regulated Membrane protein
YNL280C	ERG24	ERGosterol biosynthesis
YNL281W	HCH1	High-Copy Hsp90 suppressor
YNL282W	POP3	Processing Of Precursor RNAs
YNL283C	WSC2	cell Wall integrity and Stress response Component
YNL284C	MRPL10	Mitochondrial Ribosomal Protein, Large subunit
YNL285W	""	""
YNL286W	CUS2	Cold sensitive U2 snRNA Suppressor
YNL287W	SEC21	SECretory
YNL288W	CAF40	CCR4 Associated Factor
YNL289W	PCL1	Pho85 CycLin
YNL290W	RFC3	Replication Factor C
YNL291C	MID1	Mating pheromone-Induced Death
YNL292W	PUS4	PseudoUridine Synthase
YNL293W	MSB3	Multicopy Suppressor of Bud Emergence
YNL294C	RIM21	Regulator of IME2
YNL295W	MRX6	Mitochondrial oRganization of gene eXpression (MIOREX)
YNL296W	""	""
YNL297C	MON2	MONensin sensitivity
YNL298W	CLA4	CLn Activity dependant
YNL299W	TRF5	Topoisomerase one-Related Function
YNL300W	TOS6	""
YNL301C	RPL18B	Ribosomal Protein of the Large subunit
YNL302C	RPS19B	Ribosomal Protein of the Small subunit
YNL303W	""	""
YNL304W	YPT11	Yeast Protein Two
YNL305C	BXI1	BaX Inhibitor
YNL306W	MRPS18	Mitochondrial Ribosomal Protein, Small subunit
YNL307C	MCK1	Meiosis and Centromere regulatory Kinase
YNL308C	KRI1	KRR1-Interacting protein
YNL309W	STB1	Sin Three Binding protein
YNL310C	ZIM17	ZInc finger Motif protein of 17 kDa
YNL311C	SKP2	homology with human SKP2
YNL312W	RFA2	Replication Factor A
YNL313C	EMW1	Essential for Maintenance of the cell Wall
YNL314W	DAL82	Degradation of Allantoin
YNL315C	ATP11	ATP synthase
YNL316C	PHA2	PHenylAlanine requiring
YNL317W	PFS2	Polyadenylation Factor Subunit
YNL318C	HXT14	HeXose Transporter
YNL319W	""	""
YNL320W	""	""
YNL321W	VNX1	Vacuolar Na+/H+ eXchanger
YNL322C	KRE1	Killer toxin REsistant
YNL323W	LEM3	Ligand-Effect Modulator
YNL324W	""	""
YNL325C	FIG4	Factor-Induced Gene
YNL326C	PFA3	Protein Fatty Acyltransferase
YNL327W	EGT2	Early G1 Transcript
YNL328C	MDJ2	Mitochondrial DnaJ homolog
YNL329C	PEX6	PEroXin
YNL330C	RPD3	Reduced Potassium Dependency
YNL331C	AAD14	Aryl-Alcohol Dehydrogenase
YNL332W	THI12	THIamine metabolism
YNL333W	SNZ2	SNooZe
YNL334C	SNO2	SNZ proximal Open reading frame
YNL335W	DDI3	DNA Damage Inducible
YNL336W	COS1	COnserved Sequence
YNL337W	""	""
YNL338W	""	""
YNL339C	YRF1-6	""
YNL339W-A	""	""
YNL339W-B	""	""
YNR001C	CIT1	CITrate synthase
YNR001W-A	""	""
YNR002C	ATO2	Ammonia (Ammonium) Transport Outward
YNR003C	RPC34	RNA Polymerase C
YNR003W-A	""	""
YNR004W	SWM2	Synthetic With mud2-delta
YNR005C	""	""
YNR006W	VPS27	Vacuolar Protein Sorting
YNR007C	ATG3	AuTophaGy related
YNR008W	LRO1	Lecithin cholesterol acyl transferase Related Open reading frame
YNR009W	NRM1	Negative Regulator of MBF targets
YNR010W	CSE2	Chromosome SEgregation
YNR011C	PRP2	Pre-mRNA Processing
YNR012W	URK1	URidine Kinase
YNR013C	PHO91	PHOsphate metabolism
YNR014W	""	""
YNR015W	SMM1	Suppressor of Mitochondrial Mutation
YNR016C	ACC1	Acetyl-CoA Carboxylase
YNR017W	TIM23	Translocase of the Inner Mitochondrial membrane
YNR018W	RCF2	Respiratory superComplex Factor
YNR019W	ARE2	Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme
YNR020C	ATP23	""
YNR021W	""	""
YNR022C	MRPL50	Mitochondrial Ribosomal Protein, Large subunit
YNR023W	SNF12	Sucrose NonFermenting
YNR024W	MPP6	M-Phase Phosphoprotein 6 homolog
YNR025C	""	""
YNR026C	SEC12	SECretory
YNR027W	BUD17	BUD site selection
YNR028W	CPR8	Cyclosporin-sensitive Proline Rotamase
YNR029C	""	""
YNR030W	ALG12	Asparagine-Linked Glycosylation
YNR031C	SSK2	Suppressor of Sensor Kinase
YNR032C-A	HUB1	Homologous to UBiquitin
YNR032W	PPG1	Protein Phosphatase involved in Glycogen accumulation
YNR033W	ABZ1	para-AminoBenZoic acid (PABA) biosynthesis
YNR034W	SOL1	Suppressor Of Los1-1
YNR034W-A	EGO4	Exit from rapamycin-induced GrOwth arrest
YNR035C	ARC35	ARp2/3 Complex subunit
YNR036C	MRPS12	Mitochondrial Ribosomal Protein, Small subunit
YNR037C	RSM19	Ribosomal Small subunit of Mitochondria
YNR038W	DBP6	Dead Box Protein
YNR039C	ZRG17	Zinc Regulated Gene
YNR040W	MRX15	Mitochondrial oRganization of gene eXpression (MIOREX)
YNR041C	COQ2	COenzyme Q
YNR042W	""	""
YNR043W	MVD1	MeValonate pyrophosphate Decarboxylase
YNR044W	AGA1	a-AGglutinin
YNR045W	PET494	PETite colonies
YNR046W	TRM112	TRna Methyltransferase
YNR047W	FPK1	FliPase Kinase 1
YNR048W	""	""
YNR049C	MSO1	Multicopy suppressor of Sec One
YNR050C	LYS9	LYSine requiring
YNR051C	BRE5	BREfeldin A sensitivity
YNR052C	POP2	PGK promoter directed OverProduction
YNR053C	NOG2	NucleOlar G-protein
YNR054C	ESF2	Eighteen S rRNA Factor 2
YNR055C	HOL1	HistidinOl
YNR056C	BIO5	BIOtin
YNR057C	BIO4	BIOtin
YNR058W	BIO3	BIOtin
YNR059W	MNT4	MaNnosylTransferase
YNR060W	FRE4	Ferric REductase
YNR061C	""	""
YNR062C	PUL3	PULcherrimin
YNR063W	PUL4	PULcherrimin
YNR064C	""	""
YNR065C	""	""
YNR066C	""	""
YNR067C	DSE4	Daughter Specific Expression
YNR068C	""	""
YNR069C	BSC5	Bypass of Stop Codon
YNR070W	PDR18	Pleiotropic Drug Resistance
YNR071C	""	""
YNR072W	HXT17	HeXose Transporter
YNR073C	MAN2	MANnitol dehydrogenase
YNR074C	AIF1	Apoptosis-Inducing Factor
YNR075C-A	""	""
YNR075W	COS10	COnserved Sequence
YNR076W	PAU6	seriPAUperin family
YNR077C	""	""
YOL001W	PHO80	PHOsphate metabolism
YOL002C	IZH2	Implicated in Zinc Homeostasis
YOL003C	PFA4	Protein Fatty Acyltransferase
YOL004W	SIN3	Switch INdependent
YOL005C	RPB11	RNA Polymerase B
YOL006C	TOP1	TOPoisomerase
YOL007C	CSI2	Chitin Synthesis Involved
YOL008W	COQ10	COenzyme Q
YOL009C	MDM12	Mitochondrial Distribution and Morphology
YOL010W	RCL1	Rna 3'-terminal phosphate Cyclase Like
YOL011W	PLB3	PhosphoLipase B
YOL012C	HTZ1	Histone Two A Z1
YOL013C	HRD1	HMG-coA Reductase Degradation
YOL013W-A	""	""
YOL013W-B	""	""
YOL014W	""	""
YOL015W	IRC10	Increased Recombination Centers
YOL016C	CMK2	CalModulin dependent protein Kinase
YOL017W	ESC8	Establishes Silent Chromatin
YOL018C	TLG2	T-snare affecting a Late Golgi compartment
YOL019W	""	""
YOL019W-A	""	""
YOL020W	TAT2	Tryptophan Amino acid Transporter
YOL021C	DIS3	homolog of S. pombe dis3 (chromosome DISjunction)
YOL022C	TSR4	Twenty S rRNA accumulation
YOL023W	IFM1	Initiation Factor of Mitochondria
YOL024W	""	""
YOL025W	LAG2	Longevity Assurance Gene
YOL026C	MIM1	Mitochondrial IMport
YOL027C	MDM38	Mitochondrial Distribution and Morphology
YOL028C	YAP7	Yeast AP-1
YOL029C	""	""
YOL030W	GAS5	Glycophospholipid-Anchored Surface protein
YOL031C	SIL1	Suppressor of the Ire1/Lhs1 double mutant
YOL032W	OPI10	OverProducer of Inositol
YOL033W	MSE1	Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)
YOL034W	SMC5	Structural Maintenance of Chromosomes
YOL035C	""	""
YOL036W	""	""
YOL037C	""	""
YOL038C-A	""	""
YOL038W	PRE6	PRoteinase yscE
YOL039W	RPP2A	Ribosomal Protein P2 Alpha
YOL040C	RPS15	Ribosomal Protein of the Small subunit
YOL041C	NOP12	NucleOlar Protein
YOL042W	NGL1	""
YOL043C	NTG2	eNdonuclease Three-like Glycosylase
YOL044W	PEX15	PEroXisome related
YOL045W	PSK2	Pas domain-containing Serine/threonine protein Kinase
YOL046C	""	""
YOL047C	LDS2	Lipid Droplets in Sporulation
YOL048C	RRT8	Regulator of rDNA Transcription
YOL049W	GSH2	Glutathione
YOL050C	""	""
YOL051W	GAL11	GALactose metabolism
YOL052C	SPE2	SPErmidine auxotroph
YOL052C-A	DDR2	DNA Damage Responsive
YOL053W	AIM39	Altered Inheritance rate of Mitochondria
YOL054W	PSH1	Pob3/Spt16 Histone associated
YOL055C	THI20	THIamine metabolism
YOL056W	GPM3	Glycerate PhosphoMutase
YOL057W	""	""
YOL058W	ARG1	ARGinine requiring
YOL059W	GPD2	Glycerol-3-Phosphate Dehydrogenase
YOL060C	MAM3	""
YOL061W	PRS5	PhosphoRibosylpyrophosphate Synthetase
YOL062C	APM4	clathrin Adaptor Protein complex Medium chain
YOL063C	CRT10	Constitutive RNR Transcription regulators
YOL064C	MET22	METhionine requiring
YOL065C	INP54	INositol polyphosphate 5-Phosphatase
YOL066C	RIB2	RIBoflavin biosynthesis
YOL067C	RTG1	ReTroGrade regulation
YOL068C	HST1	Homolog of SIR Two (SIR2)
YOL069W	NUF2	NUclear Filament-containing protein
YOL070C	NBA1	Nap1p and Bud neck Associated
YOL071W	SDH5	Succinate DeHydrogenase
YOL072W	THP1	Tho2/Hpr1 Phenotype
YOL073C	DSC2	Defective for SREBP Cleavage
YOL075C	""	""
YOL076W	MDM20	Mitochondrial Distribution and Morphology
YOL077C	BRX1	Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog
YOL077W-A	ATP19	ATP synthase
YOL078W	AVO1	Adheres VOraciously (to TOR2)
YOL079W	""	""
YOL080C	REX4	Rna EXonuclease
YOL081W	IRA2	Inhibitory Regulator of the RAS-cAMP pathway
YOL082W	ATG19	AuTophaGy related
YOL083C-A	""	""
YOL083W	ATG34	AuTophaGy related
YOL084W	PHM7	PHosphate Metabolism
YOL085C	""	""
YOL085W-A	""	""
YOL086C	ADH1	Alcohol DeHydrogenase
YOL086W-A	MHF1	Mph1-associated Histone-Fold protein
YOL087C	DUF1	DUB-associated Factor 1
YOL088C	MPD2	Multicopy suppressor of PDI1 deletion
YOL089C	HAL9	HALotolerance
YOL090W	MSH2	MutS Homolog
YOL091W	SPO21	SPOrulation
YOL092W	YPQ1	Yeast PQ-loop protein
YOL093W	TRM10	Transfer RNA Methyltransferase
YOL094C	RFC4	Replication Factor C
YOL095C	HMI1	Helicase in MItochondria
YOL096C	COQ3	COenzyme Q
YOL097C	WRS1	W (tryptophan) RS (tRNA synthetase)
YOL097W-A	""	""
YOL098C	SDD3	Suppressor of Degenerative Death
YOL099C	""	""
YOL100W	PKH2	Pkb-activating Kinase Homolog
YOL101C	IZH4	Implicated in Zinc Homeostasis
YOL102C	TPT1	tRNA 2'-PhosphoTransferase
YOL103W	ITR2	myo-Inositol TRansporter
YOL104C	NDJ1	NonDisJunction
YOL105C	WSC3	cell Wall integrity and Stress response Component
YOL106W	""	""
YOL107W	""	""
YOL108C	INO4	INOsitol requiring
YOL109W	ZEO1	ZEOcin resistance
YOL110W	SHR5	Suppressor of Hyperactive Ras
YOL111C	MDY2	Mating-Deficient Yeast
YOL112W	MSB4	Multicopy Suppression of a Budding defect
YOL113W	SKM1	STE20/PAK homologous Kinase related to Morphogenesis
YOL114C	PTH4	peptidyl tRNA hydrolase 4
YOL115W	PAP2	Poly(A) Polymerase
YOL116W	MSN1	Multicopy suppressor of SNF1 mutation
YOL117W	RRI2	""
YOL118C	""	""
YOL119C	MCH4	MonoCarboxylate transporter Homolog
YOL120C	RPL18A	Ribosomal Protein of the Large subunit
YOL121C	RPS19A	Ribosomal Protein of the Small subunit
YOL122C	SMF1	Suppressor of Mitochondria import Function
YOL123W	HRP1	Heterogenous nuclear RibonucleoProtein
YOL124C	TRM11	TRna Methyltransferase
YOL125W	TRM13	TRna Methyltransferase
YOL126C	MDH2	Malate DeHydrogenase
YOL127W	RPL25	Ribosomal Protein of the Large subunit
YOL128C	YGK3	Yeast homolog of Glycogen synthase Kinase
YOL129W	VPS68	Vacuolar Protein Sorting
YOL130W	ALR1	ALuminum Resistance
YOL131W	""	""
YOL132W	GAS4	Glycophospholipid-Anchored Surface protein
YOL133W	HRT1	High level expression Reduces Ty3 transposition
YOL134C	""	""
YOL135C	MED7	MEDiator complex
YOL136C	PFK27	6-PhosphoFructo-2-Kinase
YOL137W	BSC6	Bypass of Stop Codon
YOL138C	RTC1	Restriction of Telomere Capping
YOL139C	CDC33	Cell Division Cycle
YOL140W	ARG8	ARGinine requiring
YOL141W	PPM2	Protein Phosphatase Methyltransferase
YOL142W	RRP40	Ribosomal RNA Processing
YOL143C	RIB4	RIBoflavin biosynthesis
YOL144W	NOP8	NucleOlar Protein
YOL145C	CTR9	Cln Three (CLN3) Requiring
YOL146W	PSF3	Partner of Sld Five
YOL147C	PEX11	PEroXin
YOL148C	SPT20	SuPpressor of Ty
YOL149W	DCP1	mRNA DeCaPping
YOL150C	""	""
YOL151W	GRE2	Genes de Respuesta a Estres (stress responsive genes)
YOL152W	FRE7	Ferric REductase
YOL154W	ZPS1	Zinc- and pH-regulated Surface protein
YOL155C	HPF1	Haze Protective Factor
YOL155W-A	""	""
YOL156W	HXT11	HeXose Transporter
YOL157C	IMA2	IsoMAltase
YOL158C	ENB1	ENteroBactin
YOL159C	CSS3	Condition Specific Secretion
YOL159C-A	""	""
YOL160W	""	""
YOL161C	PAU20	seriPAUperin
YOL162W	""	""
YOL163W	""	""
YOL164W	BDS1	Bacterially Derived Sulfatase
YOL164W-A	""	""
YOL165C	AAD15	Aryl-Alcohol Dehydrogenase
YOL166C	""	""
YOL166W-A	""	""
YOR001W	RRP6	Ribosomal RNA Processing
YOR002W	ALG6	Asparagine-Linked Glycosylation
YOR003W	YSP3	Yeast Subtilisin-like Protease III
YOR004W	UTP23	U Three-associated Protein
YOR005C	DNL4	DNA Ligase
YOR006C	TSR3	Twenty S rRNA accumulation
YOR007C	SGT2	Small Glutamine-rich Tetratricopeptide repeat-containing protein
YOR008C	SLG1	Synthetic Lethal with Gap
YOR008C-A	""	""
YOR008W-B	""	""
YOR009W	TIR4	TIp1-Related
YOR010C	TIR2	TIp1-Related
YOR011W	AUS1	ABC protein involved in Uptake of Sterols
YOR011W-A	""	""
YOR012W	""	""
YOR013W	IRC11	Increased Recombination Centers
YOR014W	RTS1	Rox Three Suppressor
YOR015W	""	""
YOR016C	ERP4	Emp24p/Erv25p Related Protein
YOR017W	PET127	PETite colonies
YOR018W	ROD1	Resistance to O-Dinitrobenzene
YOR019W	""	""
YOR020C	HSP10	Heat Shock Protein
YOR020W-A	MCO10	Mitochondrial Class One protein of 10 kDa
YOR021C	SFM1	Spout Family Methyltransferase 1
YOR022C	DDL1	DDHD Domain-containing Lipase
YOR023C	AHC1	Ada Histone acetyltransferase complex Component
YOR024W	""	""
YOR025W	HST3	Homolog of SIR Two (SIR2)
YOR026W	BUB3	Budding Uninhibited by Benzimidazole
YOR027W	STI1	STress Inducible
YOR028C	CIN5	Chromosome INstability
YOR029W	""	""
YOR030W	DFG16	Defective for Filamentous Growth
YOR032C	HMS1	High-copy Mep Suppressor
YOR032W-A	""	""
YOR033C	EXO1	EXOnuclease
YOR034C	AKR2	AnKyrin Repeat-containing protein
YOR034C-A	""	""
YOR035C	SHE4	Swi5p-dependent HO Expression
YOR036W	PEP12	carboxyPEPtidase Y-deficient
YOR037W	CYC2	CYtochrome C
YOR038C	HIR2	HIstone Regulation
YOR039W	CKB2	Casein Kinase Beta' subunit
YOR040W	GLO4	GLyOxalase
YOR041C	""	""
YOR042W	CUE5	Coupling of Ubiquitin conjugation to ER degradation
YOR043W	WHI2	WHIskey
YOR044W	IRC23	Increased Recombination Centers
YOR045W	TOM6	Translocase of the Outer Mitochondrial membrane
YOR046C	DBP5	Dead Box Protein
YOR047C	STD1	Suppressor of Tbp Deletion
YOR048C	RAT1	Ribonucleic Acid Trafficking
YOR049C	RSB1	Resistance to Sphingoid long-chain Base
YOR050C	""	""
YOR051C	ETT1	Enhancer of Translation Termination 1
YOR052C	TMC1	Trivalent Metalloid sensitive, Cuz1-related protein
YOR053W	""	""
YOR054C	VHS3	Viable in a Hal3 Sit4 background
